,94,131,171,193,304,211,335,6173
2015-08-14,2015-08-14T00:00:00.12Z,2015-08-14T00:00:07.63Z,2015-08-14T00:00:10.34Z,2015-08-14T00:00:05.84Z,2015-08-14T00:00:06.12Z,2015-08-13T23:59:58.62Z,2015-08-14T00:00:01.62Z,2015-08-13T23:58:23.00Z
2015-08-15,2015-08-15T00:00:00.13Z,2015-08-15T00:00:07.62Z,2015-08-15T00:00:10.34Z,2015-08-15T00:00:05.84Z,2015-08-15T00:00:06.12Z,2015-08-14T23:59:58.63Z,2015-08-15T00:00:01.63Z,2015-08-14T23:58:22.90Z
2015-08-16,2015-08-16T00:00:00.12Z,2015-08-16T00:00:07.64Z,2015-08-16T00:00:10.34Z,2015-08-16T00:00:05.84Z,2015-08-16T00:00:06.12Z,2015-08-15T23:59:58.62Z,2015-08-16T00:00:01.62Z,2015-08-15T23:58:22.80Z
2015-08-17,2015-08-17T00:00:00.12Z,2015-08-17T00:00:07.62Z,2015-08-17T00:00:10.34Z,2015-08-17T00:00:05.84Z,2015-08-17T00:00:06.12Z,2015-08-16T23:59:58.62Z,2015-08-17T00:00:01.62Z,2015-08-16T23:58:22.70Z
2015-08-18,2015-08-18T00:00:00.12Z,2015-08-18T00:00:07.64Z,2015-08-18T00:00:10.34Z,2015-08-18T00:00:05.84Z,2015-08-18T00:00:06.12Z,2015-08-17T23:59:58.62Z,2015-08-18T00:00:01.62Z,2015-08-17T23:58:22.60Z
2015-08-19,2015-08-19T00:00:00.12Z,2015-08-19T00:00:07.62Z,2015-08-19T00:00:10.34Z,2015-08-19T00:00:05.84Z,2015-08-19T00:00:06.12Z,2015-08-18T23:59:58.62Z,2015-08-19T00:00:01.62Z,2015-08-18T23:58:22.50Z
2015-08-20,2015-08-20T00:00:00.12Z,2015-08-20T00:00:07.62Z,2015-08-20T00:00:10.34Z,2015-08-20T00:00:05.84Z,2015-08-20T00:00:06.12Z,2015-08-19T23:59:58.62Z,2015-08-20T00:00:01.62Z,2015-08-19T23:58:22.40Z
2015-08-21,2015-08-21T00:00:00.12Z,2015-08-21T00:00:07.62Z,2015-08-21T00:00:10.34Z,2015-08-21T00:00:05.84Z,2015-08-21T00:00:06.12Z,2015-08-20T23:59:58.62Z,2015-08-21T00:00:01.63Z,2015-08-20T23:58:22.30Z
2015-08-22,2015-08-22T00:00:00.12Z,2015-08-22T00:00:07.62Z,2015-08-22T00:00:10.35Z,2015-08-22T00:00:06.95Z,2015-08-22T00:00:06.12Z,2015-08-21T23:59:58.62Z,2015-08-22T00:00:01.62Z,2015-08-21T23:58:22.20Z
2015-08-23,2015-08-23T00:00:00.13Z,2015-08-23T00:00:07.62Z,2015-08-23T00:00:10.35Z,2015-08-23T00:00:05.84Z,2015-08-23T00:00:06.12Z,2015-08-22T23:59:58.62Z,2015-08-23T00:00:01.62Z,2015-08-22T23:58:22.10Z
2015-08-24,2015-08-24T00:00:00.12Z,2015-08-24T00:00:07.62Z,2015-08-24T00:00:10.34Z,2015-08-24T00:00:05.84Z,2015-08-24T00:00:06.13Z,2015-08-23T23:59:58.62Z,2015-08-24T00:00:01.62Z,2015-08-23T23:58:22.00Z
2015-08-25,2015-08-25T00:00:00.12Z,2015-08-25T00:00:07.62Z,2015-08-25T00:00:10.34Z,2015-08-25T00:00:05.84Z,2015-08-25T00:00:06.12Z,2015-08-24T23:59:58.62Z,2015-08-25T00:00:01.62Z,2015-08-24T23:58:21.90Z
2015-08-26,2015-08-26T00:00:00.12Z,2015-08-26T00:00:07.62Z,2015-08-26T00:00:10.34Z,2015-08-26T00:00:05.84Z,2015-08-26T00:00:06.12Z,2015-08-25T23:59:58.62Z,2015-08-26T00:00:01.62Z,2015-08-25T23:58:21.80Z
2015-08-27,2015-08-27T00:00:00.12Z,2015-08-27T00:00:07.62Z,2015-08-27T00:00:10.34Z,2015-08-27T00:00:05.84Z,2015-08-27T00:00:06.12Z,2015-08-26T23:59:58.62Z,2015-08-27T00:00:01.62Z,2015-08-26T23:58:21.70Z
2015-08-28,2015-08-28T00:00:00.12Z,2015-08-28T00:00:07.62Z,2015-08-28T00:00:10.34Z,2015-08-28T00:00:05.84Z,2015-08-28T00:00:06.13Z,2015-08-27T23:59:58.62Z,2015-08-28T00:00:01.62Z,2015-08-27T23:58:21.60Z
2015-08-29,2015-08-29T00:00:00.12Z,2015-08-29T00:00:07.62Z,2015-08-29T00:00:10.34Z,2015-08-29T00:00:07.64Z,2015-08-29T00:00:06.15Z,2015-08-28T23:59:58.63Z,2015-08-29T00:00:01.62Z,2015-08-28T23:58:21.50Z
2015-08-30,2015-08-30T00:00:00.12Z,2015-08-30T00:00:07.62Z,2015-08-30T00:00:10.34Z,2015-08-30T00:00:05.84Z,2015-08-30T00:00:06.12Z,2015-08-29T23:59:58.62Z,2015-08-30T00:00:01.62Z,2015-08-29T23:58:21.40Z
2015-08-31,2015-08-31T00:00:00.12Z,2015-08-31T00:00:07.62Z,2015-08-31T00:00:10.35Z,2015-08-31T00:00:05.84Z,2015-08-31T00:00:06.14Z,2015-08-30T23:59:58.63Z,2015-08-31T00:00:01.63Z,2015-08-30T23:58:21.20Z
2015-09-01,2015-09-01T00:00:00.12Z,2015-09-01T00:00:07.62Z,2015-09-01T00:00:10.34Z,2015-09-01T00:00:05.84Z,2015-09-01T00:00:06.12Z,2015-08-31T23:59:58.62Z,2015-09-01T00:00:01.62Z,2015-08-31T23:58:21.10Z
2015-09-02,2015-09-02T00:00:00.12Z,2015-09-02T00:00:07.62Z,2015-09-02T00:00:10.34Z,2015-09-02T00:00:05.84Z,2015-09-02T00:00:06.12Z,2015-09-01T23:59:58.62Z,2015-09-02T00:00:01.63Z,2015-09-01T23:58:21.00Z
2015-09-03,2015-09-03T00:00:00.14Z,2015-09-03T00:00:07.62Z,2015-09-03T00:00:10.34Z,2015-09-03T00:00:05.84Z,2015-09-03T00:00:06.12Z,2015-09-02T23:59:58.62Z,2015-09-03T00:00:01.63Z,2015-09-02T23:58:20.90Z
2015-09-04,2015-09-04T00:00:00.12Z,2015-09-04T00:00:07.62Z,2015-09-04T00:00:10.34Z,2015-09-04T00:00:05.84Z,2015-09-04T00:00:06.14Z,2015-09-03T23:59:58.62Z,2015-09-04T00:00:01.62Z,2015-09-03T23:58:20.80Z
2015-09-06,2015-09-06T00:00:00.12Z,2015-09-06T00:00:07.62Z,2015-09-06T00:00:10.34Z,2015-09-06T00:00:05.84Z,2015-09-06T00:00:06.13Z,2015-09-05T23:59:58.62Z,2015-09-06T00:00:01.62Z,2015-09-05T23:58:20.50Z
2015-09-07,2015-09-07T00:00:00.12Z,2015-09-07T00:00:07.62Z,2015-09-07T00:00:10.34Z,2015-09-07T00:00:05.84Z,2015-09-07T00:00:06.12Z,2015-09-06T23:59:58.62Z,2015-09-07T00:00:01.63Z,2015-09-06T23:58:20.40Z
2015-09-08,2015-09-08T00:00:00.12Z,2015-09-08T00:00:07.62Z,2015-09-08T00:00:10.34Z,2015-09-08T00:00:05.84Z,2015-09-08T00:00:06.12Z,2015-09-07T23:59:58.62Z,2015-09-08T00:00:01.62Z,2015-09-07T23:58:20.30Z
2015-09-09,2015-09-09T00:00:00.12Z,2015-09-09T00:00:07.62Z,2015-09-09T00:00:10.34Z,2015-09-09T00:00:05.84Z,2015-09-09T00:00:06.12Z,2015-09-08T23:59:58.62Z,2015-09-09T00:00:01.62Z,2015-09-08T23:58:20.20Z
2015-09-10,2015-09-10T00:00:00.12Z,2015-09-10T00:00:07.62Z,2015-09-10T00:00:10.34Z,2015-09-10T00:00:05.84Z,2015-09-10T00:00:06.12Z,2015-09-09T23:59:58.62Z,2015-09-10T00:00:01.62Z,2015-09-09T23:58:20.00Z
2015-09-11,2015-09-11T00:00:00.12Z,2015-09-11T00:00:07.62Z,2015-09-11T00:00:10.34Z,2015-09-11T00:00:05.84Z,2015-09-11T00:00:06.14Z,2015-09-10T23:59:58.63Z,2015-09-11T00:00:01.62Z,2015-09-10T23:58:19.90Z
2015-09-12,2015-09-12T00:00:00.12Z,2015-09-12T00:00:07.62Z,2015-09-12T00:00:10.34Z,2015-09-12T00:00:05.84Z,2015-09-12T00:00:06.12Z,2015-09-11T23:59:58.62Z,2015-09-12T00:00:01.62Z,2015-09-11T23:58:19.80Z
2015-09-13,2015-09-13T00:00:00.12Z,2015-09-13T00:00:07.62Z,2015-09-13T00:00:10.34Z,2015-09-13T00:00:05.84Z,2015-09-13T00:00:06.12Z,2015-09-12T23:59:58.62Z,2015-09-13T00:00:01.62Z,2015-09-12T23:58:19.70Z
2015-09-14,2015-09-14T00:00:00.12Z,2015-09-14T00:00:07.62Z,2015-09-14T00:00:10.34Z,2015-09-14T00:00:05.84Z,2015-09-14T00:00:06.12Z,2015-09-13T23:59:58.63Z,2015-09-14T00:00:01.63Z,2015-09-13T23:58:19.50Z
2015-09-15,2015-09-15T00:00:00.12Z,2015-09-15T00:00:07.62Z,2015-09-15T00:00:10.34Z,2015-09-15T00:00:05.84Z,2015-09-15T00:00:06.13Z,2015-09-14T23:59:58.62Z,2015-09-15T00:00:01.62Z,2015-09-14T23:58:19.40Z
2015-09-16,2015-09-16T00:00:00.12Z,2015-09-16T00:00:07.63Z,2015-09-16T00:00:10.34Z,2015-09-16T00:00:05.84Z,2015-09-16T00:00:06.12Z,2015-09-15T23:59:58.62Z,2015-09-16T00:00:01.62Z,2015-09-15T23:58:19.30Z
2015-09-17,2015-09-17T00:00:00.12Z,2015-09-17T00:00:07.62Z,2015-09-17T00:00:10.34Z,2015-09-17T00:00:05.84Z,2015-09-17T00:00:06.12Z,2015-09-16T23:59:58.63Z,2015-09-17T00:00:01.63Z,2015-09-16T23:58:19.10Z
2015-09-18,2015-09-18T00:00:00.12Z,2015-09-18T00:00:07.62Z,2015-09-18T00:00:10.34Z,2015-09-18T00:00:05.84Z,2015-09-18T00:00:06.12Z,2015-09-17T23:59:58.62Z,2015-09-18T00:00:01.62Z,2015-09-17T23:58:19.00Z
2015-09-19,2015-09-19T00:00:00.12Z,2015-09-19T00:00:07.63Z,2015-09-19T00:00:10.34Z,2015-09-19T00:00:05.84Z,2015-09-19T00:00:06.12Z,2015-09-18T23:59:58.62Z,2015-09-19T00:00:01.62Z,2015-09-18T23:58:18.90Z
2015-09-20,2015-09-20T00:00:00.13Z,2015-09-20T00:00:07.62Z,2015-09-20T00:00:10.34Z,2015-09-20T00:00:05.84Z,2015-09-20T00:00:06.12Z,2015-09-19T23:59:58.62Z,2015-09-20T00:00:01.62Z,2015-09-19T23:58:18.70Z
2015-09-21,2015-09-21T00:00:00.12Z,2015-09-21T00:00:07.62Z,2015-09-21T00:00:10.34Z,2015-09-21T00:00:05.84Z,2015-09-21T00:00:06.12Z,2015-09-20T23:59:58.62Z,2015-09-21T00:00:01.62Z,2015-09-20T23:58:18.60Z
2015-09-22,2015-09-22T00:00:00.12Z,2015-09-22T00:00:07.62Z,2015-09-22T00:00:10.34Z,2015-09-22T00:00:05.84Z,2015-09-22T00:00:06.12Z,2015-09-21T23:59:58.62Z,2015-09-22T00:00:01.62Z,2015-09-21T23:58:18.40Z
2015-09-23,2015-09-23T00:00:00.12Z,2015-09-23T00:00:07.62Z,2015-09-23T00:00:10.34Z,2015-09-23T00:00:05.84Z,2015-09-23T00:00:06.12Z,2015-09-22T23:59:58.63Z,2015-09-23T00:00:01.63Z,2015-09-22T23:58:18.30Z
2015-09-24,2015-09-24T00:00:00.12Z,2015-09-24T00:00:07.62Z,2015-09-24T00:00:10.34Z,2015-09-24T00:00:05.84Z,2015-09-24T00:00:06.12Z,2015-09-23T23:59:58.62Z,2015-09-24T00:00:01.63Z,2015-09-23T23:58:18.20Z
2015-09-25,2015-09-25T00:00:00.13Z,2015-09-25T00:00:07.62Z,2015-09-25T00:00:10.34Z,2015-09-25T00:00:08.09Z,2015-09-25T00:00:06.13Z,2015-09-24T23:59:58.62Z,2015-09-25T00:00:01.62Z,2015-09-24T23:58:18.00Z
2015-09-26,2015-09-26T00:00:00.13Z,2015-09-26T00:00:07.62Z,2015-09-26T00:00:10.34Z,2015-09-26T00:00:05.84Z,2015-09-26T00:00:06.12Z,2015-09-25T23:59:58.63Z,2015-09-26T00:00:01.62Z,2015-09-25T23:58:17.90Z
2015-09-27,2015-09-27T00:00:00.12Z,2015-09-27T00:00:07.62Z,2015-09-27T00:00:10.34Z,2015-09-27T00:00:05.84Z,2015-09-27T00:00:06.12Z,2015-09-26T23:59:58.62Z,2015-09-27T00:00:01.62Z,2015-09-26T23:58:17.70Z
2015-09-28,2015-09-28T00:00:00.12Z,2015-09-28T00:00:07.62Z,2015-09-28T00:00:10.34Z,2015-09-28T00:00:05.84Z,2015-09-28T00:00:06.12Z,2015-09-27T23:59:58.63Z,2015-09-28T00:00:01.62Z,2015-09-27T23:58:17.60Z
2015-09-29,2015-09-29T00:00:00.14Z,2015-09-29T00:00:07.62Z,2015-09-29T00:00:10.34Z,2015-09-29T00:00:05.84Z,2015-09-29T00:00:06.12Z,2015-09-28T23:59:58.62Z,2015-09-29T00:00:01.62Z,2015-09-28T23:58:17.40Z
2015-09-30,2015-09-30T00:00:00.12Z,2015-09-30T00:00:07.62Z,2015-09-30T00:00:10.34Z,2015-09-30T00:00:05.84Z,2015-09-30T00:00:06.12Z,2015-09-29T23:59:58.62Z,2015-09-30T00:00:01.62Z,2015-09-29T23:58:17.30Z
2015-10-01,2015-10-01T00:00:00.12Z,2015-10-01T00:00:07.62Z,2015-10-01T00:00:10.34Z,2015-10-01T00:00:05.84Z,2015-10-01T00:00:06.12Z,2015-09-30T23:59:58.62Z,2015-10-01T00:00:01.62Z,2015-09-30T23:58:17.20Z
2015-10-02,2015-10-02T00:00:00.12Z,2015-10-02T00:00:07.62Z,2015-10-02T00:00:10.34Z,2015-10-02T00:00:05.84Z,2015-10-02T00:00:06.12Z,2015-10-01T23:59:58.63Z,2015-10-02T00:00:01.63Z,2015-10-01T23:58:17.00Z
2015-10-03,2015-10-03T00:00:00.13Z,2015-10-03T00:00:07.62Z,2015-10-03T00:00:10.34Z,2015-10-03T00:00:05.84Z,2015-10-03T00:00:06.12Z,2015-10-02T23:59:58.62Z,2015-10-03T00:00:01.62Z,2015-10-02T23:58:16.90Z
2015-10-04,2015-10-04T00:00:00.12Z,2015-10-04T00:00:07.62Z,2015-10-04T00:00:10.35Z,2015-10-04T00:00:05.84Z,2015-10-04T00:00:06.12Z,2015-10-03T23:59:58.63Z,2015-10-04T00:00:01.63Z,2015-10-03T23:58:16.70Z
2015-10-05,2015-10-05T00:00:00.12Z,2015-10-05T00:00:07.62Z,2015-10-05T00:00:10.34Z,2015-10-05T00:00:05.84Z,2015-10-05T00:00:06.12Z,2015-10-04T23:59:58.64Z,2015-10-05T00:00:01.62Z,2015-10-04T23:58:16.60Z
2015-10-06,2015-10-06T00:00:00.12Z,2015-10-06T00:00:07.62Z,2015-10-06T00:00:10.34Z,2015-10-06T00:00:05.84Z,2015-10-06T00:00:06.13Z,2015-10-05T23:59:58.62Z,2015-10-06T00:00:01.62Z,2015-10-05T23:58:16.50Z
2015-10-09,2015-10-09T00:00:00.12Z,2015-10-09T00:00:07.62Z,2015-10-09T00:00:10.34Z,2015-10-09T00:00:05.84Z,2015-10-09T00:00:06.12Z,2015-10-08T23:59:58.63Z,2015-10-09T00:00:01.62Z,2015-10-08T23:58:16.00Z
2015-10-10,2015-10-10T00:00:00.12Z,2015-10-10T00:00:07.62Z,2015-10-10T00:00:10.34Z,2015-10-10T00:00:05.84Z,2015-10-10T00:00:06.12Z,2015-10-09T23:59:58.62Z,2015-10-10T00:00:01.62Z,2015-10-09T23:58:15.90Z
2015-10-11,2015-10-11T00:00:00.12Z,2015-10-11T00:00:07.62Z,2015-10-11T00:00:10.34Z,2015-10-11T00:00:05.84Z,2015-10-11T00:00:06.12Z,2015-10-10T23:59:58.62Z,2015-10-11T00:00:01.62Z,2015-10-10T23:58:15.80Z
2015-10-13,2015-10-13T00:00:00.12Z,2015-10-13T00:00:07.62Z,2015-10-13T00:00:10.34Z,2015-10-13T00:00:05.84Z,2015-10-13T00:00:06.12Z,2015-10-12T23:59:58.63Z,2015-10-13T00:00:01.62Z,2015-10-12T23:58:15.50Z
2015-10-14,2015-10-14T00:00:00.12Z,2015-10-14T00:00:07.62Z,2015-10-14T00:00:10.34Z,2015-10-14T00:00:05.84Z,2015-10-14T00:00:06.14Z,2015-10-13T23:59:58.62Z,2015-10-14T00:00:01.62Z,2015-10-13T23:58:15.30Z
2015-10-15,2015-10-15T00:00:00.12Z,2015-10-15T00:00:07.62Z,2015-10-15T00:00:10.34Z,2015-10-15T00:00:05.84Z,2015-10-15T00:00:06.12Z,2015-10-14T23:59:58.62Z,2015-10-15T00:00:01.62Z,2015-10-14T23:58:15.20Z
2015-10-16,2015-10-16T00:00:00.12Z,2015-10-16T00:00:07.62Z,2015-10-16T00:00:10.34Z,2015-10-16T00:00:05.84Z,2015-10-16T00:00:06.12Z,2015-10-15T23:59:58.62Z,2015-10-16T00:00:01.62Z,2015-10-15T23:58:15.10Z
2015-10-17,2015-10-17T00:00:00.12Z,2015-10-17T00:00:07.62Z,2015-10-17T00:00:10.34Z,2015-10-17T00:00:05.84Z,2015-10-17T00:00:06.12Z,2015-10-16T23:59:58.62Z,2015-10-17T00:00:01.62Z,2015-10-16T23:58:14.90Z
2015-10-19,2015-10-19T00:00:00.12Z,2015-10-19T00:00:07.62Z,2015-10-19T00:00:10.34Z,2015-10-19T00:00:05.84Z,2015-10-19T00:00:06.12Z,2015-10-18T23:59:58.62Z,2015-10-19T00:00:01.62Z,2015-10-18T23:58:14.60Z
2015-10-20,2015-10-20T00:00:00.13Z,2015-10-20T00:00:07.62Z,2015-10-20T00:00:10.34Z,2015-10-20T00:00:05.84Z,2015-10-20T00:00:06.12Z,2015-10-19T23:59:58.63Z,2015-10-20T00:00:01.63Z,2015-10-19T23:58:14.50Z
2015-10-21,2015-10-21T00:00:00.12Z,2015-10-21T00:00:07.62Z,2015-10-21T00:00:10.34Z,2015-10-21T00:00:05.84Z,2015-10-21T00:00:06.12Z,2015-10-20T23:59:58.63Z,2015-10-21T00:00:01.62Z,2015-10-20T23:58:14.30Z
2015-10-22,2015-10-22T00:00:00.13Z,2015-10-22T00:00:07.62Z,2015-10-22T00:00:10.34Z,2015-10-22T00:00:05.84Z,2015-10-22T00:00:06.12Z,2015-10-21T23:59:58.62Z,2015-10-22T00:00:01.63Z,2015-10-21T23:58:14.20Z
2015-10-23,2015-10-23T00:00:00.12Z,2015-10-23T00:00:07.62Z,2015-10-23T00:00:10.34Z,2015-10-23T00:00:05.84Z,2015-10-23T00:00:06.14Z,2015-10-22T23:59:58.62Z,2015-10-23T00:00:01.63Z,2015-10-22T23:58:14.10Z
2015-10-24,2015-10-24T00:00:00.12Z,2015-10-24T00:00:07.62Z,2015-10-24T00:00:10.34Z,2015-10-24T00:00:05.84Z,2015-10-24T00:00:06.12Z,2015-10-23T23:59:58.62Z,2015-10-24T00:00:01.62Z,2015-10-23T23:58:13.90Z
2015-10-26,2015-10-26T00:00:00.12Z,2015-10-26T00:00:07.62Z,2015-10-26T00:00:10.34Z,2015-10-26T00:00:05.84Z,2015-10-26T00:00:06.14Z,2015-10-25T23:59:58.62Z,2015-10-26T00:00:01.62Z,2015-10-25T23:58:13.60Z
2015-10-27,2015-10-27T00:00:00.12Z,2015-10-27T00:00:07.62Z,2015-10-27T00:00:10.34Z,2015-10-27T00:00:05.84Z,2015-10-27T00:00:06.12Z,2015-10-26T23:59:58.62Z,2015-10-27T00:00:01.62Z,2015-10-26T23:58:13.50Z
2015-10-28,2015-10-28T00:00:00.12Z,2015-10-28T00:00:07.62Z,2015-10-28T00:00:10.34Z,2015-10-28T00:00:05.84Z,2015-10-28T00:00:06.12Z,2015-10-27T23:59:58.62Z,2015-10-28T00:00:01.62Z,2015-10-27T23:58:13.40Z
2015-10-30,2015-10-30T00:00:00.12Z,2015-10-30T00:00:07.62Z,2015-10-30T00:00:10.34Z,2015-10-30T00:00:05.84Z,2015-10-30T00:00:06.12Z,2015-10-29T23:59:58.62Z,2015-10-30T00:00:01.63Z,2015-10-29T23:58:13.10Z
2015-10-31,2015-10-31T00:00:00.12Z,2015-10-31T00:00:07.62Z,2015-10-31T00:00:10.34Z,2015-10-31T00:00:05.84Z,2015-10-31T00:00:06.12Z,2015-10-30T23:59:58.62Z,2015-10-31T00:00:01.62Z,2015-10-30T23:58:13.00Z
2016-01-02,2016-01-02T00:00:00.12Z,2016-01-02T00:00:07.64Z,2016-01-02T00:00:10.34Z,2016-01-02T00:00:05.84Z,2016-01-02T00:00:06.12Z,2016-01-01T23:59:58.62Z,2016-01-02T00:00:01.62Z,2016-01-01T23:58:08.10Z
2016-01-03,2016-01-03T00:00:00.12Z,2016-01-03T00:00:07.62Z,2016-01-03T00:00:10.34Z,2016-01-03T00:00:05.84Z,2016-01-03T00:00:06.12Z,2016-01-02T23:59:58.63Z,2016-01-03T00:00:01.62Z,2016-01-02T23:58:08.10Z
2016-01-04,2016-01-04T00:00:00.13Z,2016-01-04T00:00:07.62Z,2016-01-04T00:00:10.34Z,2016-01-04T00:00:05.84Z,2016-01-04T00:00:06.12Z,2016-01-03T23:59:58.63Z,2016-01-04T00:00:01.63Z,2016-01-03T23:58:08.10Z
2016-01-05,2016-01-05T00:00:00.13Z,2016-01-05T00:00:07.62Z,2016-01-05T00:00:10.34Z,2016-01-05T00:00:05.84Z,2016-01-05T00:00:06.13Z,2016-01-04T23:59:58.62Z,2016-01-05T00:00:01.62Z,2016-01-04T23:58:08.10Z
2016-01-06,2016-01-06T00:00:00.13Z,2016-01-06T00:00:07.62Z,2016-01-06T00:00:10.34Z,2016-01-06T00:00:05.84Z,2016-01-06T00:00:06.12Z,2016-01-05T23:59:58.62Z,2016-01-06T00:00:01.62Z,2016-01-05T23:58:08.10Z
2016-01-07,2016-01-07T00:00:00.12Z,2016-01-07T00:00:07.62Z,2016-01-07T00:00:10.34Z,2016-01-07T00:00:05.84Z,2016-01-07T00:00:06.12Z,2016-01-06T23:59:58.62Z,2016-01-07T00:00:01.62Z,2016-01-06T23:58:08.10Z
2016-01-08,2016-01-08T00:00:00.12Z,2016-01-08T00:00:07.62Z,2016-01-08T00:00:10.34Z,2016-01-08T00:00:05.84Z,2016-01-08T00:00:06.12Z,2016-01-07T23:59:58.62Z,2016-01-08T00:00:01.62Z,2016-01-07T23:58:08.10Z
2016-01-09,2016-01-09T00:00:00.12Z,2016-01-09T00:00:07.62Z,2016-01-09T00:00:10.34Z,2016-01-09T00:00:05.84Z,2016-01-09T00:00:06.12Z,2016-01-08T23:59:58.62Z,2016-01-09T00:00:01.62Z,2016-01-08T23:58:08.20Z
2016-01-11,2016-01-11T00:00:00.12Z,2016-01-11T00:00:07.62Z,2016-01-11T00:00:10.34Z,2016-01-11T00:00:05.84Z,2016-01-11T00:00:06.13Z,2016-01-10T23:59:58.62Z,2016-01-11T00:00:01.62Z,2016-01-10T23:58:08.20Z
2016-01-12,2016-01-12T00:00:00.13Z,2016-01-12T00:00:07.62Z,2016-01-12T00:00:10.34Z,2016-01-12T00:00:05.84Z,2016-01-12T00:00:06.12Z,2016-01-11T23:59:58.63Z,2016-01-12T00:00:01.63Z,2016-01-11T23:58:08.20Z
2016-01-13,2016-01-13T00:00:00.12Z,2016-01-13T00:00:07.62Z,2016-01-13T00:00:10.34Z,2016-01-13T00:00:05.84Z,2016-01-13T00:00:06.12Z,2016-01-12T23:59:58.62Z,2016-01-13T00:00:01.62Z,2016-01-12T23:58:08.20Z
2016-01-14,2016-01-14T00:00:00.12Z,2016-01-14T00:00:07.62Z,2016-01-14T00:00:10.34Z,2016-01-14T00:00:05.84Z,2016-01-14T00:00:06.13Z,2016-01-13T23:59:58.63Z,2016-01-14T00:00:01.63Z,2016-01-13T23:58:08.20Z
2016-01-15,2016-01-15T00:00:00.12Z,2016-01-15T00:00:07.63Z,2016-01-15T00:00:10.34Z,2016-01-15T00:00:05.84Z,2016-01-15T00:00:06.12Z,2016-01-14T23:59:58.63Z,2016-01-15T00:00:01.63Z,2016-01-14T23:58:08.30Z
2016-01-16,2016-01-16T00:00:00.12Z,2016-01-16T00:00:07.62Z,2016-01-16T00:00:10.34Z,2016-01-16T00:00:05.84Z,2016-01-16T00:00:06.12Z,2016-01-15T23:59:58.62Z,2016-01-16T00:00:01.62Z,2016-01-15T23:58:08.30Z
2016-01-17,2016-01-17T00:00:00.12Z,2016-01-17T00:00:07.62Z,2016-01-17T00:00:10.34Z,2016-01-17T00:00:05.84Z,2016-01-17T00:00:06.12Z,2016-01-16T23:59:58.63Z,2016-01-17T00:00:01.63Z,2016-01-16T23:58:08.30Z
2016-01-18,2016-01-18T00:00:00.12Z,2016-01-18T00:00:07.62Z,2016-01-18T00:00:10.34Z,2016-01-18T00:00:05.84Z,2016-01-18T00:00:06.14Z,2016-01-17T23:59:58.62Z,2016-01-18T00:00:01.62Z,2016-01-17T23:58:08.30Z
2016-01-21,2016-01-21T00:00:00.12Z,2016-01-21T00:00:07.62Z,2016-01-21T00:00:10.34Z,2016-01-21T00:00:05.84Z,2016-01-21T00:00:06.12Z,2016-01-20T23:59:58.62Z,2016-01-21T00:00:01.63Z,2016-01-20T23:58:08.50Z
2016-01-22,2016-01-22T00:00:00.12Z,2016-01-22T00:00:07.62Z,2016-01-22T00:00:10.34Z,2016-01-22T00:00:05.84Z,2016-01-22T00:00:06.12Z,2016-01-21T23:59:58.62Z,2016-01-22T00:00:01.62Z,2016-01-21T23:58:08.50Z
2016-01-23,2016-01-23T00:00:00.12Z,2016-01-23T00:00:07.62Z,2016-01-23T00:00:10.34Z,2016-01-23T00:00:05.84Z,2016-01-23T00:00:06.12Z,2016-01-22T23:59:58.62Z,2016-01-23T00:00:01.62Z,2016-01-22T23:58:08.50Z
2016-01-24,2016-01-24T00:00:00.12Z,2016-01-24T00:00:07.62Z,2016-01-24T00:00:10.34Z,2016-01-24T00:00:05.84Z,2016-01-24T00:00:06.12Z,2016-01-23T23:59:58.62Z,2016-01-24T00:00:01.62Z,2016-01-23T23:58:08.60Z
2016-01-25,2016-01-25T00:00:00.13Z,2016-01-25T00:00:07.62Z,2016-01-25T00:00:10.34Z,2016-01-25T00:00:05.84Z,2016-01-25T00:00:06.12Z,2016-01-24T23:59:58.62Z,2016-01-25T00:00:01.62Z,2016-01-24T23:58:08.60Z
2016-01-26,2016-01-26T00:00:00.12Z,2016-01-26T00:00:07.62Z,2016-01-26T00:00:10.34Z,2016-01-26T00:00:05.84Z,2016-01-26T00:00:06.12Z,2016-01-25T23:59:58.62Z,2016-01-26T00:00:01.62Z,2016-01-25T23:58:08.70Z
2016-01-27,2016-01-27T00:00:00.12Z,2016-01-27T00:00:07.62Z,2016-01-27T00:00:10.34Z,2016-01-27T00:00:05.84Z,2016-01-27T00:00:06.12Z,2016-01-26T23:59:58.62Z,2016-01-27T00:00:01.63Z,2016-01-26T23:58:08.80Z
2016-01-28,2016-01-28T00:00:00.13Z,2016-01-28T00:00:07.62Z,2016-01-28T00:00:10.34Z,2016-01-28T00:00:05.84Z,2016-01-28T00:00:06.12Z,2016-01-27T23:59:58.63Z,2016-01-28T00:00:01.63Z,2016-01-27T23:58:08.80Z
2016-01-29,2016-01-29T00:00:00.12Z,2016-01-29T00:00:07.62Z,2016-01-29T00:00:10.34Z,2016-01-29T00:00:05.84Z,2016-01-29T00:00:06.12Z,2016-01-28T23:59:58.62Z,2016-01-29T00:00:01.63Z,2016-01-28T23:58:08.90Z
